"","ID","LineID","PriFault","SecFault","FmCode","FmName","UpFmCode","UpFmName","FaultSense","DipDir","HW_VOffset","Comment","Author","Year","Title","Source","RefPg","ErrRange","PubScale"
"4930",92,6207,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:199,088"
"4931",92,6208,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:199,088"
"4932",92,6209,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:199,088"
"4933",92,6210,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:199,088"
"4934",92,6211,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:199,088"
"4935",93,6212,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4936",93,6213,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4937",93,6214,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4938",93,6215,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4939",93,6216,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4940",93,6217,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4941",93,6218,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4942",93,6219,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4943",93,6220,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4944",93,6221,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4945",93,6222,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4946",93,6223,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4947",93,6224,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4948",93,6225,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4949",93,6226,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4950",93,6227,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4951",93,6228,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4952",93,6229,"stratigraphic cross-sections","seismic",1020,"UPPER CRETACEOUS",NA,NA,"unknown",0,NA,"Inferred fault on structural map of top of Chungo Member, Wapiabi Formation.","Putnam, P.E.","1993","A multidisciplinary analysis of Belly River-Brazeau (Campanian) fluvial channel reservoirs in west-central Alberta, Canada.","Bulletin of Canadian Petroleum Geology. 41; 2,  p. 186-217.","207","< 1 km","1:136,962"
"4953",95,6230,"stratigraphic cross-sections","(none)",2500,"UPPER MANNVILLE FM",NA,NA,"normal",130,"SE down","Inferred basement faults re-activated during Mannville deposition, linked to areas of differential subsidence during the Mannville deposition. Horst and graben complex.","Wadsworth, J., Boyd, R., Diessel, C., Leckie, D., and Zaitlin, B.A.","2002","Stratigraphic style of coal and non-marine strata in a tectonically influenced intermediate accomodation setting: the Mannville Group of the Western Canadian Sedimentary Basin, south-central Alberta.","Bulletin of Canadian Petroleum Geology. 50; 4,  p.507-541.","516","< 1 km","1:813,000"
"4954",95,6231,"stratigraphic cross-sections","(none)",2500,"UPPER MANNVILLE FM",NA,NA,"normal",300,"NW down","Inferred basement faults re-activated during Mannville deposition, linked to areas of differential subsidence during the Mannville deposition. Horst and graben complex.","Wadsworth, J., Boyd, R., Diessel, C., Leckie, D., and Zaitlin, B.A.","2002","Stratigraphic style of coal and non-marine strata in a tectonically influenced intermediate accomodation setting: the Mannville Group of the Western Canadian Sedimentary Basin, south-central Alberta.","Bulletin of Canadian Petroleum Geology. 50; 4,  p.507-541.","516","< 1 km","1:813,000"
"4955",95,6232,"stratigraphic cross-sections","(none)",2500,"UPPER MANNVILLE FM",NA,NA,"normal",330,"NW down","Inferred basement faults re-activated during Mannville deposition, linked to areas of differential subsidence during the Mannville deposition. Horst and graben complex.","Wadsworth, J., Boyd, R., Diessel, C., Leckie, D., and Zaitlin, B.A.","2002","Stratigraphic style of coal and non-marine strata in a tectonically influenced intermediate accomodation setting: the Mannville Group of the Western Canadian Sedimentary Basin, south-central Alberta.","Bulletin of Canadian Petroleum Geology. 50; 4,  p.507-541.","516","< 1 km","1:813,000"
"4956",95,6233,"stratigraphic cross-sections","(none)",2500,"UPPER MANNVILLE FM",NA,NA,"normal",310,"NW down","Inferred basement faults re-activated during Mannville deposition, linked to areas of differential subsidence during the Mannville deposition. Horst and graben complex.","Wadsworth, J., Boyd, R., Diessel, C., Leckie, D., and Zaitlin, B.A.","2002","Stratigraphic style of coal and non-marine strata in a tectonically influenced intermediate accomodation setting: the Mannville Group of the Western Canadian Sedimentary Basin, south-central Alberta.","Bulletin of Canadian Petroleum Geology. 50; 4,  p.507-541.","516","< 1 km","1:813,000"
"4957",95,6234,"stratigraphic cross-sections","(none)",2500,"UPPER MANNVILLE FM",NA,NA,"normal",325,"NW down","Inferred basement faults re-activated during Mannville deposition, linked to areas of differential subsidence during the Mannville deposition. Horst and graben complex.","Wadsworth, J., Boyd, R., Diessel, C., Leckie, D., and Zaitlin, B.A.","2002","Stratigraphic style of coal and non-marine strata in a tectonically influenced intermediate accomodation setting: the Mannville Group of the Western Canadian Sedimentary Basin, south-central Alberta.","Bulletin of Canadian Petroleum Geology. 50; 4,  p.507-541.","516","< 1 km","1:813,000"
"4958",95,6235,"stratigraphic cross-sections","(none)",2500,"UPPER MANNVILLE FM",NA,NA,"normal",100,"SE down","Inferred basement faults re-activated during Mannville deposition, linked to areas of differential subsidence during the Mannville deposition. Horst and graben complex.","Wadsworth, J., Boyd, R., Diessel, C., Leckie, D., and Zaitlin, B.A.","2002","Stratigraphic style of coal and non-marine strata in a tectonically influenced intermediate accomodation setting: the Mannville Group of the Western Canadian Sedimentary Basin, south-central Alberta.","Bulletin of Canadian Petroleum Geology. 50; 4,  p.507-541.","516","< 1 km","1:813,000"
"4959",95,6236,"stratigraphic cross-sections","(none)",2500,"UPPER MANNVILLE FM",NA,NA,"normal",315,"NW down","Inferred basement faults re-activated during Mannville deposition, linked to areas of differential subsidence during the Mannville deposition. Horst and graben complex.","Wadsworth, J., Boyd, R., Diessel, C., Leckie, D., and Zaitlin, B.A.","2002","Stratigraphic style of coal and non-marine strata in a tectonically influenced intermediate accomodation setting: the Mannville Group of the Western Canadian Sedimentary Basin, south-central Alberta.","Bulletin of Canadian Petroleum Geology. 50; 4,  p.507-541.","516","< 1 km","1:813,000"
"4960",95,6237,"stratigraphic cross-sections","(none)",2500,"UPPER MANNVILLE FM",NA,NA,"normal",135,"SE down","Inferred basement faults re-activated during Mannville deposition, linked to areas of differential subsidence during the Mannville deposition. Horst and graben complex.","Wadsworth, J., Boyd, R., Diessel, C., Leckie, D., and Zaitlin, B.A.","2002","Stratigraphic style of coal and non-marine strata in a tectonically influenced intermediate accomodation setting: the Mannville Group of the Western Canadian Sedimentary Basin, south-central Alberta.","Bulletin of Canadian Petroleum Geology. 50; 4,  p.507-541.","516","< 1 km","1:813,000"
"4984",89,8790,"mapped","hydrocarbon accumulation",31840,"UNDEFINED",NA,NA,"unknown",NA,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","145","> 5 km, <10 km","1:8,510,640"
"4985",89,8791,"mapped","hydrocarbon accumulation",31840,"UNDEFINED",NA,NA,"unknown",NA,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","145","> 5 km, <10 km","1:8,510,640"
"4986",89,8792,"mapped","hydrocarbon accumulation",31840,"UNDEFINED",NA,NA,"unknown",NA,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","145","> 5 km, <10 km","1:8,510,640"
"4987",89,8793,"mapped","hydrocarbon accumulation",31840,"UNDEFINED",NA,NA,"unknown",NA,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","145","> 5 km, <10 km","1:8,510,640"
